,Character,Pagerank
1,Alice,0.2620024703008362
2,King,0.06521834952580716
3,Queen,0.05729553447663559
4,March,0.05060211588105866
5,Hatter,0.05060211588105866
6,Mock,0.040746896831629395
7,Gryphon,0.040746896831629395
8,Turtle,0.04074689683162939
9,Rabbit,0.040108218776002506
10,White,0.040108218776002506
