,Character,Pagerank
1,Elizabeth,0.08735662429079705
2,Darcy,0.0623932186120936
3,Bennet,0.06182817789330749
4,Collins,0.05729294102493862
5,Lady,0.04864650407452067
6,Lydia,0.03903633586854771
7,Colonel,0.036507039707390214
8,Sir,0.03579764950592966
9,Bingley,0.03270728440463678
10,Lucas,0.030328130801065317
